"gene_id","gene_symbol","DE_log2FC","DE_padj","DE_baseMean","GeneSymbol","splicing_n_events","splicing_event_types","splicing_max_abs_dPSI","splicing_best_dPSI","splicing_min_FDR"
"ENSMUSG00000020319","Wdpcp",0.430342767370098,0.000655257027689535,369.833780799943,"Wdpcp",1,"SE",0.148,0.148,4.6856503962571e-08
"ENSMUSG00000032311","Nrg4",-0.653678284883329,0.000701374584260023,166.207669232387,"Nrg4",1,"SE",0.233,-0.233,0.00255092158469026
"ENSMUSG00000028559","Osbpl9",-0.240143949515269,0.000702819204909505,3119.07542875992,"Osbpl9",2,"SE",0.249,-0.249,0.00011614746571587
"ENSMUSG00000032567","Aste1",0.488175979277901,0.000718392817679545,340.404208925103,"Aste1",1,"A5SS",0.151,0.151,0.0165104654971599
"ENSMUSG00000057858","Fam204a",-0.306987962551445,0.000766935598997709,2742.86163367575,"Fam204a",7,"SE",0.202,-0.202,3.76084986596202e-09
"ENSMUSG00000028784","Spocd1",0.647481115970594,0.000768236346588294,137.705936225614,"Spocd1",1,"MXE",0.322,-0.322,0.0028253873439078
"ENSMUSG00000079036","Alkbh1",0.221779768052853,0.000792395021622269,4399.25755311954,"Alkbh1",1,"A3SS",0.106,-0.106,2.30965287745439e-05
"ENSMUSG00000042804","Gpr153",-0.369833925635354,0.000800217451147121,694.059789468635,"Gpr153",1,"A3SS",0.138,0.138,0.0387275777609517
"ENSMUSG00000039178","Tbc1d19",-0.35771287626203,0.000825699369972471,2668.32531630076,"Tbc1d19",1,"A5SS",0.113,0.113,0.00505309321006527
"ENSMUSG00000107271","ENSMUSG00000107271",-0.797910712304314,0.000825883421507677,140.502203297622,"BC028471",3,"SE",0.154,0.154,4.43218662414322e-05
"ENSMUSG00000090100","Ttbk2",-0.244157745651274,0.00084749269602986,3218.52587824276,"Ttbk2",1,"SE",0.141,-0.141,0.0141084627191857
"ENSMUSG00000031393","Mecp2",-0.195245903709022,0.000860992244149129,8442.06078400953,"Mecp2",1,"SE",0.11,0.11,0.00012765354962061
"ENSMUSG00000014353","Tmem87b",-0.23282972874729,0.000918566038773739,2469.44797212093,"Tmem87b",1,"SE",0.256,-0.256,0.0197557630241914
"ENSMUSG00000071454","Dtnb",-0.205092825062998,0.000929142029449956,3981.00058802212,"Dtnb",4,"SE,MXE",0.179,-0.179,1.48985918046856e-09
"ENSMUSG00000030409","Dmpk",-0.393118734904475,0.000934181849235796,1292.0668051834,"Dmpk",2,"SE",0.132,-0.132,0.00137274481742618
"ENSMUSG00000058886","Deaf1",-0.232206985270261,0.00094602020795269,2214.22508981679,"Deaf1",1,"SE",0.29,-0.29,1.02697337813697e-13
"ENSMUSG00000004207","Psap",0.201725279297579,0.000970520618812766,67725.0980305026,"Psap",2,"SE,MXE",0.169,-0.169,0
"ENSMUSG00000017421","Zfp207",0.255311051181355,0.000978992642509004,11763.9506428925,"Zfp207",1,"SE",0.163,-0.163,5.56687500957937e-09
"ENSMUSG00000023143","Nagpa",0.420939574254204,0.00101098622008201,464.360604037319,"Nagpa",1,"SE",0.134,-0.134,0.0401291114644664
"ENSMUSG00000086841","2410006H16Rik",-0.509302019526411,0.00103519028594248,20484.0438566734,"2410006H16Rik",1,"RI",0.206,0.206,3.24105168965981e-09
"ENSMUSG00000042198","Chchd7",-0.386460124014392,0.00103828804700758,704.680265329039,"Chchd7",1,"A3SS",0.107,-0.107,0.00658500562068741
"ENSMUSG00000062040","Zfp27",0.228713476603634,0.00108515703733903,1498.47298262015,"Zfp27",1,"A3SS",0.323,-0.323,0.00113873760627354
"ENSMUSG00000046897","Zfp740",-0.187738509262229,0.00109524900801533,9636.80038217365,"Zfp740",1,"SE",0.149,-0.149,0.00197405356670682
"ENSMUSG00000023952","Gtpbp2",-0.247151175979929,0.00112658378984209,28212.9169933037,"Gtpbp2",1,"SE",0.109,-0.109,0.000364498301026655
"ENSMUSG00000035173","Ccdc186",-0.178630155624782,0.00114531205958444,6444.42752437978,"Ccdc186",1,"SE",0.58,-0.58,5.4297892542432e-07
"ENSMUSG00000040651","Tasor",0.298189103719898,0.00130871983300618,2318.517651825,"Tasor",1,"SE",0.255,0.255,0.000294612630535113
"ENSMUSG00000049580","Tsku",0.507503813762242,0.00131525310140392,285.441276854937,"Tsku",2,"SE",0.504,-0.504,0.000809756050432678
"ENSMUSG00000037017","Zscan21",-0.262610158881717,0.00136630242250095,1564.03568335792,"Zscan21",1,"A5SS",0.137,0.137,0.00149894073672996
"ENSMUSG00000066043","Phactr4",-0.250528614617663,0.00143168942876429,2968.94795576954,"Phactr4",1,"SE",0.139,0.139,0.0161267577272056
"ENSMUSG00000025019","Lcor",-0.20905471882061,0.00145512174968051,5537.09195693753,"Lcor",2,"SE",0.338,0.338,0.00734535077235633
"ENSMUSG00000021461","Fancc",0.445688140807247,0.0014556554098865,599.545926765891,"Fancc",1,"SE",0.109,0.109,0.00406288359107288
"ENSMUSG00000017677","Wsb1",-0.458242323938153,0.00147771164801131,15705.6434506244,"Wsb1",1,"SE",0.322,-0.322,0
"ENSMUSG00000029165","Agbl5",-0.24059142231572,0.00148177096372744,2568.00510184015,"Agbl5",1,"SE",0.182,-0.182,5.83414555403893e-10
"ENSMUSG00000001909","Trmt1",-0.209485313418147,0.00148922968815996,6611.67229312777,"Trmt1",1,"RI",0.101,0.101,2.74417659305131e-05
"ENSMUSG00000020111","Micu1",-0.183951273406674,0.00152094189568728,6969.63988116858,"Micu1",1,"MXE",0.17,-0.17,0.0247263125253531
"ENSMUSG00000120083","4930517G24Rik",-1.84024119466243,0.00160933628904983,17.3458277310166,"4930517G24Rik",1,"A3SS",0.314,0.314,0.0373725835302554
"ENSMUSG00000031730","Dhodh",0.220239954494808,0.00160933628904983,3046.98085668682,"Dhodh",1,"SE",0.14,0.14,0.0137419018815804
"ENSMUSG00000037287","Tbcel",-0.211637018786623,0.00161548748836265,3483.70998928464,"Tbcel",1,"SE",0.359,-0.359,0.0255210420002242
"ENSMUSG00000006705","Pknox1",-0.310213100882795,0.00162552515912464,2757.22730866069,"Pknox1",1,"A3SS",0.101,0.101,0.00456633415330709
"ENSMUSG00000026219","Trip12",0.173470534263094,0.00181000931265335,24428.3090549149,"Trip12",1,"SE",0.108,0.108,8.67454513283444e-10
"ENSMUSG00000097882","0610038B21Rik",-0.633893821898923,0.00181467894659809,136.162321260881,"0610038B21Rik",1,"A5SS",0.318,0.318,1.60099546301239e-05
"ENSMUSG00000025404","R3hdm2",-0.233501211840137,0.00181467894659809,12918.4559776937,"R3hdm2",1,"SE",0.23,-0.23,5.4841577599348e-05
"ENSMUSG00000022201","Zfr",0.198107730393589,0.0018212953266706,12416.4286060243,"Zfr",1,"SE",0.139,-0.139,0.00175116627904483
"ENSMUSG00000039477","Tnrc18",-0.234378476109683,0.00194918810658899,7057.66280553767,"Tnrc18",1,"SE",0.117,-0.117,0.00175684108485854
"ENSMUSG00000022674","Ube2v2",0.381779284636952,0.0019820878599613,696.424942289531,"Ube2v2",1,"SE",0.121,0.121,8.17599527965482e-06
"ENSMUSG00000026743","Mllt10",-0.174069398852529,0.00198635815453375,7252.52497191798,"Mllt10",3,"SE",0.274,0.274,0.00017044059039992
"ENSMUSG00000063383","Zfp947",0.87927272008355,0.00205027494833276,130.514837987677,"Zfp947",1,"SE",0.191,-0.191,0.00814784470903236
"ENSMUSG00000049411","Tmem241",-0.316322558288996,0.00207825974640684,768.145701287257,"Tmem241",1,"SE",0.13,-0.13,0.000401409240402862
"ENSMUSG00000042508","Dmtf1",-0.276389617592522,0.00210968419593812,3807.03696285099,"Dmtf1",1,"SE",0.124,-0.124,0.0223121934912803
"ENSMUSG00000027366","Sppl2a",-0.20356322112282,0.00214774418639122,3432.40901756386,"Sppl2a",1,"SE",0.108,-0.108,0.0120132961884434
"ENSMUSG00000033819","Ppp1r16a",0.242779408641558,0.00222498245325797,1507.96982063737,"Ppp1r16a",1,"SE",0.119,0.119,0.028565428913202
"ENSMUSG00000071724","Smpd5",-0.490874339317032,0.0022785317156338,276.2770746164,"Smpd5",1,"SE",0.278,-0.278,6.28296257039748e-05
"ENSMUSG00000004631","Sgce",0.202932631974828,0.00228233720683297,5585.84305385453,"Sgce",2,"SE",0.277,-0.277,0
"ENSMUSG00000085614","ENSMUSG00000085614",-0.61428062674088,0.00233949455878105,164.48976926221,"1700123M08Rik",1,"SE",0.242,0.242,0.0407642095310084
"ENSMUSG00000072769","ENSMUSG00000072769",-0.570207820462628,0.00235051276559316,180.026112431737,"Gm10419",3,"SE,A5SS",0.437,-0.437,0.000356243569568342
"ENSMUSG00000051427","Ccdc157",-0.298047530490609,0.00245224338751059,884.941886837849,"Ccdc157",1,"SE",0.104,0.104,0.00482697263951788
"ENSMUSG00000002885","Adgre5",0.391504838939551,0.00251758413025857,346.943208007343,"Adgre5",1,"SE",0.177,0.177,0.01493187545466
"ENSMUSG00000026672","Optn",-0.221116582280361,0.00255313990021108,2384.67133051543,"Optn",1,"SE",0.168,-0.168,3.83216042408649e-07
"ENSMUSG00000100783","ENSMUSG00000100783",-1.53985630660524,0.00267691349924091,24.3621708304643,"2310047D07Rik",1,"SE",0.186,0.186,0.0116098923470753
"ENSMUSG00000097917","Gm26839",0.523340301409684,0.00278886509367474,178.606316310975,"Gm26839",1,"SE",0.255,0.255,0.0332812000832768
"ENSMUSG00000015942","Gtf2ird2",0.362674155039819,0.00287549728046762,446.852850609764,"Gtf2ird2",1,"SE",0.217,-0.217,0.000104630109947053
"ENSMUSG00000034071","Zfp551",0.472803179239311,0.00287571698520812,228.681148742051,"Zfp551",1,"SE",0.299,-0.299,1.35291983132802e-05
"ENSMUSG00000020152","Actr2",0.167133087585619,0.00290444458709818,33318.2644931792,"Actr2",1,"SE",0.464,-0.464,1.77226711437171e-05
"ENSMUSG00000038520","Tbc1d17",-0.214943558899591,0.00293669437660744,2800.0971649794,"Tbc1d17",1,"RI",0.174,0.174,0.0456750733243669
"ENSMUSG00000022837","Iqcb1",-0.227141553756549,0.00298345588343946,2120.12337981324,"Iqcb1",1,"SE",0.134,-0.134,0.0323923535790141
"ENSMUSG00000032842","Abcc10",-0.274708424371497,0.00301037160917771,1417.34930018923,"Abcc10",1,"RI",0.121,0.121,0.0105633424993189
"ENSMUSG00000041774","Ydjc",-0.208340858620917,0.00305175508045359,2631.42865825345,"Ydjc",1,"RI",0.106,-0.106,6.67044873061263e-06
"ENSMUSG00000038732","Mboat1",0.392740666760414,0.00306863944826238,486.45476569151,"Mboat1",1,"SE",0.244,0.244,0.00442515294299334
"ENSMUSG00000042156","Dzip1",0.223163053102993,0.00310621661737473,2019.36138239033,"Dzip1",2,"SE",0.137,-0.137,3.02272708872666e-05
"ENSMUSG00000031671","Setd6",-0.207466423159285,0.00314374340095971,3193.11523206916,"Setd6",1,"SE",0.28,-0.28,0.0176442491500492
"ENSMUSG00000037965","Zc3h7a",0.224637771738698,0.00320432663645777,6387.26873222449,"Zc3h7a",1,"SE",0.129,0.129,0.0418278079578815
"ENSMUSG00000033287","Kctd17",-0.167941604140128,0.00323249149840849,8949.85007673991,"Kctd17",4,"SE",0.212,-0.212,0
"ENSMUSG00000009741","Ubp1",0.210404879932325,0.00324181237991181,8271.45513092538,"Ubp1",2,"SE,RI",0.121,-0.121,2.66963099667463e-05
"ENSMUSG00000037366","Pafah2",-0.219421875248233,0.00337338734374354,2573.69098587381,"Pafah2",1,"A3SS",0.243,-0.243,0.000214507210625637
"ENSMUSG00000053333","Dis3l2",-0.264817955054246,0.00345911948935175,1725.53020204924,"Dis3l2",1,"SE",0.1,0.1,0.00668244294781898
"ENSMUSG00000036977","Anapc10",0.272608910069818,0.00345911948935175,1143.78259792265,"Anapc10",1,"A3SS",0.208,-0.208,2.14297243284012e-08
"ENSMUSG00000041328","Pcf11",0.277853443493794,0.00345937605151174,3493.60955228524,"Pcf11",1,"A5SS",0.19,-0.19,8.77129210356912e-06
"ENSMUSG00000048078","Tenm4",0.708543297789393,0.00355980408595062,4586.89473016756,"Tenm4",1,"SE",0.12,-0.12,0.00293531458603236
"ENSMUSG00000023084","Lrrc71",-0.842948424378386,0.00380198437166386,61.4942690312455,"Lrrc71",1,"RI",0.461,0.461,9.40342904045332e-06
"ENSMUSG00000014164","Klhl3",-0.571883671835709,0.00386266335199581,189.623052226747,"Klhl3",1,"SE",0.412,0.412,0.000351096346216278
"ENSMUSG00000074238","Ap1ar",0.171569741780123,0.00386457241710498,5784.25129772711,"Ap1ar",1,"SE",0.12,-0.12,1.71162229688725e-12
"ENSMUSG00000068876","Cgn",0.46852905362966,0.00408159190701128,259.317420914624,"Cgn",1,"RI",0.14,0.14,0.0262801961337791
"ENSMUSG00000006310","Zbtb32",0.731526598654478,0.00416787206114398,98.898482057365,"Zbtb32",1,"SE",0.342,-0.342,2.96805658538444e-05
"ENSMUSG00000020167","Tcf3",-0.22775093231848,0.0043136432122342,3405.86821503901,"Tcf3",1,"SE",0.138,0.138,0.00109996440603661
"ENSMUSG00000002625","Akap8l",-0.197248675620054,0.00448116818379265,6187.67922797415,"Akap8l",1,"SE",0.107,-0.107,6.41047855347639e-08
"ENSMUSG00000013483","Card14",-0.927495831366688,0.00462364184324874,73.0054806575448,"Card14",1,"SE",0.31,-0.31,0.0228021290847744
"ENSMUSG00000111058","Gm36033",0.505992757156127,0.0046290730993459,331.579010488608,"Gm36033",1,"SE",0.296,-0.296,0.0340364557999413
"ENSMUSG00000038506","Dcun1d2",0.170219836195437,0.00479606544028286,3339.50994159451,"Dcun1d2",2,"SE",0.199,0.199,0.005199998673276
"ENSMUSG00000074813","Morrbid",0.560938904995665,0.0048635380831872,188.986890400389,"Morrbid",1,"A3SS",0.267,-0.267,0.00229548880950237
"ENSMUSG00000026211","Obsl1",0.165963215478896,0.00487981152786079,6202.87535427124,"Obsl1",2,"SE",0.13,-0.13,0.0122230301142855
"ENSMUSG00000002477","Snrpd1",0.248992938653544,0.00492007297534749,5244.91907667253,"Snrpd1",1,"SE",0.119,-0.119,5.43929583864721e-05
"ENSMUSG00000085419","ENSMUSG00000085419",-0.387511186900706,0.00495174203143159,1241.05443320355,"Gm11734",2,"SE",0.194,-0.194,1.41625874771715e-05
"ENSMUSG00000023079","Gtf2ird1",-0.191941160607237,0.00528390346097128,4338.27536256433,"Gtf2ird1",1,"SE",0.101,-0.101,0.0170055672399432
"ENSMUSG00000057969","Sema3b",-0.223595787665241,0.00533495684172526,1615.02534783991,"Sema3b",2,"SE",0.39,-0.39,0.000429493411772567
"ENSMUSG00000037697","Ddhd1",0.184438635614786,0.00563648483086379,3165.52063403689,"Ddhd1",3,"SE,MXE",0.222,0.222,0.00168097509528482
"ENSMUSG00000048200","Cracr2b",0.435594585242118,0.00567891793947423,227.986611396099,"Cracr2b",1,"SE",0.108,-0.108,0.04177982602945
"ENSMUSG00000061815","Rufy4",0.432612395064393,0.00575792360462962,251.033193413232,"Rufy4",1,"SE",0.131,-0.131,0.000784390546009064
"ENSMUSG00000028546","Elavl4",-0.131383709431729,0.00588175229763439,13225.4395494026,"Elavl4",1,"SE",0.192,-0.192,7.12650840444448e-07
"ENSMUSG00000070315","4930581F22Rik",-0.403456122051873,0.00613645034313438,437.976901976896,"4930581F22Rik",2,"SE,A3SS",0.413,0.413,8.4908173649692e-05
"ENSMUSG00000022324","Matn2",0.646209142192934,0.00626336727355646,151.386725139448,"Matn2",1,"A3SS",0.225,-0.225,0.0070204645062952
"ENSMUSG00000042500","Ago4",-0.375972554603738,0.0062736207050649,470.602728982975,"Ago4",1,"SE",0.159,0.159,0.00115691617474468
"ENSMUSG00000025326","Ube3a",-0.158689353413542,0.00634650107280287,15071.7282805097,"Ube3a",1,"SE",0.101,0.101,0.0199350013475749
"ENSMUSG00000085385","Snhg17",-0.196380905522921,0.00639179946930865,6947.42868282072,"Snhg17",2,"SE,A3SS",0.153,-0.153,4.86264247041226e-08
"ENSMUSG00000085058","8030453O22Rik",-0.452223188142279,0.00656615628299183,245.963222278153,"8030453O22Rik",2,"SE",0.318,0.318,0.00137220985852102
"ENSMUSG00000041594","Tmtc4",0.231954961822014,0.00658954246147164,2463.8911784921,"Tmtc4",1,"SE",0.196,0.196,0.0248520106626846
"ENSMUSG00000014554","Dguok",-0.197433823327083,0.00664220106473282,2739.45371989778,"Dguok",1,"SE",0.102,-0.102,0.00227229161483736
"ENSMUSG00000060510","Zfp266",0.187780411830242,0.00669841557374846,4120.09468103574,"Zfp266",1,"SE",0.217,0.217,0.0314063007140627
"ENSMUSG00000024050","Wiz",-0.181545329516316,0.0067777785721478,5526.96915905791,"Wiz",1,"SE",0.103,0.103,0.0356018514496191
"ENSMUSG00000021843","Ktn1",0.468145598585491,0.00680728574777233,7330.02610690231,"Ktn1",1,"SE",0.178,-0.178,1.02697337813697e-13
"ENSMUSG00000071291","Zfp58",0.305977297460669,0.00683739491937378,625.291282961951,"Zfp58",1,"SE",0.117,-0.117,0.00675526133378442
"ENSMUSG00000035469","Rcbtb1",0.211125611820201,0.00692780721551531,2367.9417392167,"Rcbtb1",1,"SE",0.33,-0.33,0.0083295587864565
"ENSMUSG00000016028","Celsr1",-0.649930883946335,0.00707350198937736,109.261199816972,"Celsr1",1,"A3SS",0.362,-0.362,0.0133271430624125
"ENSMUSG00000051166","Eml5",0.641813426702427,0.00712385464233707,13368.7186417044,"Eml5",1,"A3SS",0.146,-0.146,0.00526510299310584
"ENSMUSG00000024283","Wac",0.148004444890817,0.00722954947220321,8047.44680167954,"Wac",1,"A3SS",0.137,-0.137,0.0444085612347739
"ENSMUSG00000025165","Sectm1a",-0.590247859643184,0.00733302642986482,150.620678384134,"Sectm1a",2,"SE,MXE",0.528,-0.528,0.00323782586492183
"ENSMUSG00000033083","Tbc1d4",0.16309134541258,0.00744337026632437,3034.64876834248,"Tbc1d4",1,"SE",0.29,-0.29,8.50099271685382e-06
"ENSMUSG00000043411","Usp48",-0.220043167642786,0.00745944460525113,15893.646780966,"Usp48",1,"SE",0.163,-0.163,7.65974919238559e-07
"ENSMUSG00000086324","ENSMUSG00000086324",-0.773474933665313,0.00763856298275872,102.688147158423,"Gm15564",2,"SE",0.705,0.705,5.56687500957937e-09
"ENSMUSG00000031310","Zmym3",-0.214266305172907,0.00779248099025149,6359.5015229188,"Zmym3",4,"SE",0.21,-0.21,0
"ENSMUSG00000028613","Lrp8",-0.212337364169957,0.00805094715250444,6305.25017986123,"Lrp8",1,"SE",0.124,-0.124,0.0324920892647346
"ENSMUSG00000093979","Gm2237",0.401976187769569,0.0082248230011753,301.01489824922,"Gm2237",2,"SE",0.199,0.199,0.00109694256412188
"ENSMUSG00000028035","Dnajb4",0.260017758452111,0.00848300190435433,2438.38165301695,"Dnajb4",1,"SE",0.107,0.107,0.00980540855376305
"ENSMUSG00000045813","ENSMUSG00000045813",-1.06154464513196,0.00860460030173135,199.525491367938,"Gm9801",1,"SE",0.405,-0.405,0.0208939391294719
"ENSMUSG00000040123","Zmym5",0.269861836436729,0.00886345116619163,2871.40975463688,"Zmym5",1,"SE",0.153,-0.153,0.0273794248988167
"ENSMUSG00000015377","Dennd6b",-0.253957125664243,0.00887534581688181,2651.28865614914,"Dennd6b",2,"SE,RI",0.148,0.148,8.14744406767435e-06
"ENSMUSG00000063849","Ppcdc",-0.31224104418923,0.00917203464728421,1307.76520850216,"Ppcdc",1,"A3SS",0.167,-0.167,0.00012272252516856
"ENSMUSG00000011958","Bnip2",0.199679409364077,0.00926964841471308,4193.18124945566,"Bnip2",1,"SE",0.103,-0.103,0.00018712067721833
"ENSMUSG00000062729","Ppox",-0.233923283775939,0.00940276949044373,2649.58451991185,"Ppox",1,"SE",0.333,0.333,0.00734535077235633
"ENSMUSG00000044876","Zfp444",-0.171910724276716,0.00941923462947479,3132.04859368693,"Zfp444",1,"SE",0.104,-0.104,0.00285001684971313
"ENSMUSG00000024369","Nelfe",-0.201320027135839,0.0094927838440179,4991.5091268306,"Nelfe",1,"A5SS",0.111,0.111,3.25180436154318e-05
"ENSMUSG00000042564","Fam227a",-0.46808955610666,0.0099117851667051,193.039712543333,"Fam227a",2,"SE",0.297,0.297,0.00116112453930396
"ENSMUSG00000065954","Tacc1",-0.169438923796917,0.0101917720159686,9149.58608125433,"Tacc1",1,"SE",0.144,0.144,2.59205488338916e-05
"ENSMUSG00000029221","Slc30a9",-0.147654472138728,0.0102108861709547,9715.36671578364,"Slc30a9",2,"SE",0.167,0.167,0.0122464661801789
"ENSMUSG00000028232","Tmem68",-0.273859165193334,0.0102962368585899,1084.35109703518,"Tmem68",1,"SE",0.104,0.104,0.00317643152200269
"ENSMUSG00000036864","Proser3",-0.19835083980688,0.0104250459256664,2062.39099385887,"Proser3",1,"SE",0.122,0.122,0.0172316722394364
"ENSMUSG00000044626","Liph",0.85683778191268,0.010538431726297,53.8735870960983,"Liph",1,"SE",0.408,0.408,0.014757918961065
"ENSMUSG00000092203","1110038B12Rik",-0.224237723507784,0.0105929424380932,8423.55861754423,"1110038B12Rik",2,"RI",0.124,0.124,0.000842643016437699
"ENSMUSG00000097145","9230114K14Rik",-0.573581730247079,0.0111194379308385,113.945149934608,"9230114K14Rik",2,"SE",0.246,0.246,0.0255210420002242
"ENSMUSG00000041642","Kif21b",0.337864411662941,0.0112620103828877,1042.5797337949,"Kif21b",1,"SE",0.195,-0.195,0.00164671492447317
"ENSMUSG00000026309","Ilkap",0.154066308158767,0.0114373475125474,3565.83921229069,"Ilkap",1,"RI",0.121,0.121,0.00211433889582328
"ENSMUSG00000022564","Grina",-0.196218478819375,0.011777772818508,35439.3553415559,"Grina",1,"SE",0.122,-0.122,0
"ENSMUSG00000063146","Clip2",-0.196239891174942,0.0120536797081381,5996.95590490369,"Clip2",1,"SE",0.113,-0.113,0.00647448499785788
"ENSMUSG00000026817","Ak1",-0.15985324587335,0.0121000430854312,10015.3788258704,"Ak1",1,"SE",0.418,0.418,0.000817171105533413
"ENSMUSG00000067825","Pex26",-0.201352835500677,0.0124848690046617,1542.56927477686,"Pex26",1,"SE",0.625,-0.625,0.000144130697972798
"ENSMUSG00000025968","Ndufs1",0.178740787119751,0.0125946334258917,7305.62845891972,"Ndufs1",2,"SE",0.194,0.194,1.02697337813697e-13
"ENSMUSG00000031389","Arhgap4",-0.494648475470041,0.012777135516274,250.80070724781,"Arhgap4",1,"A3SS",0.212,-0.212,0.000439559284217905
"ENSMUSG00000030956","Fam53b",-0.301200308582685,0.0128032893381976,506.094917784768,"Fam53b",1,"SE",0.121,0.121,0.000303031279661559
"ENSMUSG00000023232","Serinc2",-0.211327753661836,0.0128335834968935,1582.54247525664,"Serinc2",1,"SE",0.453,0.453,0.0075618641397172
"ENSMUSG00000024858","Grk2",-0.176444276529363,0.0128938489551186,5756.46139385331,"Grk2",1,"SE",0.13,-0.13,0
"ENSMUSG00000028923","Necap2",-0.138791090777991,0.0131182500420805,4726.8935108163,"Necap2",2,"SE",0.147,-0.147,7.10264208777694e-06
"ENSMUSG00000011658","Fuz",-0.213171572917125,0.0132440814498681,1314.5795671931,"Fuz",1,"RI",0.156,0.156,0.00890983490938955
"ENSMUSG00000054499","Dedd2",-0.2458237014868,0.0136740462439056,1407.24292418942,"Dedd2",1,"A3SS",0.126,0.126,1.1090565019818e-07
"ENSMUSG00000021275","Tecpr2",0.180835488655906,0.0138349935085475,2448.88444757599,"Tecpr2",1,"A3SS",0.157,-0.157,0.009525830955893
"ENSMUSG00000003992","Ssbp2",-0.143700673115338,0.0139326641298731,5860.2267070893,"Ssbp2",1,"SE",0.202,0.202,0.0287225886851198
"ENSMUSG00000053453","Thoc7",0.2988996579197,0.0140159171595966,1147.03341526509,"Thoc7",1,"SE",0.179,-0.179,0.023734163216282
"ENSMUSG00000037369","Kdm6a",0.174326264081747,0.0141811977788681,2065.96651407078,"Kdm6a",1,"MXE",0.146,-0.146,0.00380509816646526
"ENSMUSG00000086968","4933431E20Rik",-0.236733716762496,0.0142635208859225,1172.40149543754,"4933431E20Rik",3,"SE,MXE,RI",0.153,-0.153,0.0121477066177345
"ENSMUSG00000020262","Adarb1",-0.172128344102782,0.0143672667345571,3107.64906425836,"Adarb1",1,"SE",0.107,-0.107,0.0139213459735924
"ENSMUSG00000034401","Spata6",-0.244499703141934,0.0145407217807202,687.207860143147,"Spata6",1,"A5SS",0.116,0.116,0.000349511609743065
"ENSMUSG00000038696","Mapkap1",-0.157069073180323,0.0145534592905208,4872.55689145042,"Mapkap1",2,"SE",0.189,0.189,0.00711686375607546
"ENSMUSG00000026121","Sema4c",0.160746500401011,0.0147060608504961,4876.35590989553,"Sema4c",1,"SE",0.351,-0.351,0.0214631312863043
"ENSMUSG00000029478","Ncor2",-0.157352705224121,0.0153685759039382,20602.3711934857,"Ncor2",1,"SE",0.108,-0.108,0.000249491403678902
"ENSMUSG00000086429","Gt(ROSA)26Sor",0.274983549479415,0.0158332746998023,609.936935758614,"Gt(ROSA)26Sor",1,"A5SS",0.125,0.125,0.0413676204315464
"ENSMUSG00000000791","Il12rb1",0.77579121072737,0.0160398117832764,54.9281278517351,"Il12rb1",1,"SE",0.259,-0.259,0.00131712749245005
"ENSMUSG00000032067","Pts",0.248893395984714,0.0160420284206076,818.898377161459,"Pts",1,"SE",0.333,-0.333,0.0013472847626552
"ENSMUSG00000052760","A630001G21Rik",-0.686626066496872,0.0167887496874321,95.2742187619316,"A630001G21Rik",2,"A3SS",0.389,-0.389,0.0017919966577782
"ENSMUSG00000028608","Czib",-0.415833429640241,0.0171266116578627,2380.56457335053,"Czib",1,"RI",0.152,-0.152,6.45066795328351e-07
"ENSMUSG00000060012","Kif13b",0.163805471361308,0.0172331200413417,3923.02568135766,"Kif13b",1,"MXE",0.137,0.137,7.44484610647052e-07
"ENSMUSG00000020100","Slc29a3",-0.227547083212789,0.0179238057044494,1376.5263703778,"Slc29a3",1,"SE",0.184,0.184,0.00130407424473845
"ENSMUSG00000028949","Smarcd3",0.318841810983553,0.0181472962376352,481.183585018595,"Smarcd3",1,"RI",0.281,-0.281,9.08597837208142e-09
"ENSMUSG00000029507","Pus1",0.196856782835267,0.0182443702992375,3518.02799780454,"Pus1",1,"SE",0.118,-0.118,0.000289371069391998
"ENSMUSG00000087380","2210408F21Rik",-0.29259550438357,0.0188958746863267,1605.46799314492,"2210408F21Rik",6,"SE,MXE",0.233,-0.233,9.85145957160328e-07
"ENSMUSG00000031860","Pbx4",-0.239550671659417,0.0190554551824034,1124.40701996218,"Pbx4",1,"SE",0.181,-0.181,0.0139213459735924
"ENSMUSG00000021820","Camk2g",0.16584136070354,0.0193401005663282,4841.42005342068,"Camk2g",1,"SE",0.231,0.231,1.21215263892928e-05
"ENSMUSG00000025949","Pikfyve",0.205110061536752,0.0197950111917374,3595.87398443255,"Pikfyve",1,"SE",0.177,0.177,0.0403984765373933
"ENSMUSG00000032599","Ip6k2",-0.141665473634061,0.0198833030767016,10496.9650642645,"Ip6k2",1,"SE",0.103,0.103,0.0268568465411405
"ENSMUSG00000079011","ENSMUSG00000079011",-0.647649687011512,0.0204324309888943,69.6273500583952,"Gm11033",2,"SE",0.281,0.281,6.15829928549482e-05
"ENSMUSG00000039742","Garin1b",0.590922478886856,0.020621293775355,89.653467838777,"Garin1b",1,"A3SS",0.447,-0.447,0.00737502988467726
"ENSMUSG00000034908","Sidt2",-0.175493977338252,0.0211979457235475,2832.41464136809,"Sidt2",1,"SE",0.115,0.115,0.00412857928876318
"ENSMUSG00000063511","Snrnp70",-0.177400532440069,0.0221849528901306,39646.2337542688,"Snrnp70",1,"A3SS",0.189,-0.189,0
"ENSMUSG00000078812","Eif5a",0.142861447021518,0.0223820337987108,78141.246552947,"Eif5a",2,"SE",0.176,-0.176,4.75661602355021e-06
