"gene_id","gene_symbol","DE_log2FC","DE_padj","DE_baseMean","GeneSymbol","splicing_n_events","splicing_event_types","splicing_max_abs_dPSI","splicing_best_dPSI","splicing_min_FDR"
"ENSMUSG00000034377","Tulp4",0.318752677925283,2.84222923731941e-12,7628.69317741193,"Tulp4",1,"SE",0.471,-0.471,0.0117389749254551
"ENSMUSG00000069227","Gprin1",0.413679669376022,3.43265104714744e-12,5518.48816132691,"Gprin1",1,"SE",0.139,0.139,9.79934174452259e-07
"ENSMUSG00000004562","Arhgef40",0.432245381831892,3.96351065179971e-12,5156.85443939706,"Arhgef40",1,"A3SS",0.118,-0.118,0.0108560826047056
"ENSMUSG00000010554","Mettl16",0.481893946892474,4.12736224984238e-12,3836.76047297571,"Mettl16",2,"SE",0.642,0.642,0.000425264506028457
"ENSMUSG00000034799","Unc13a",-0.524702607607003,5.25206830822165e-12,27067.2151519947,"Unc13a",2,"SE,RI",0.215,-0.215,5.14325206225925e-07
"ENSMUSG00000119993","ENSMUSG00000119993",0.986216010265975,5.63356018899319e-12,236.343067130363,"Gm32085",2,"A3SS,A5SS",0.304,-0.304,0.00365976898969516
"ENSMUSG00000000037","Scml2",-0.892481969174154,5.82588541011612e-12,505.830853132958,"Scml2",1,"SE",0.276,-0.276,0.00668244294781898
"ENSMUSG00000020882","Cacnb1",-0.489686138354905,5.84884922314566e-12,5855.20460303757,"Cacnb1",1,"SE",0.341,-0.341,0.0495735485107121
"ENSMUSG00000041488","Stx3",0.945453240844422,7.22765470888426e-12,276.066546886993,"Stx3",1,"MXE",0.239,0.239,0.0152704904702446
"ENSMUSG00000060601","Nr1h2",-0.437192015441936,8.73614962489842e-12,4286.45124636727,"Nr1h2",4,"A3SS,RI",0.19,-0.19,5.2606083311678e-08
"ENSMUSG00000016921","Srsf6",0.340092811715875,8.95641524027616e-12,21926.843130454,"Srsf6",2,"SE,RI",0.12,-0.12,0
"ENSMUSG00000033021","Gmppa",-0.378412144936734,1.1199172866823e-11,4478.34548240089,"Gmppa",2,"SE",0.342,0.342,0.00128089735047109
"ENSMUSG00000026786","Apbb1ip",1.16791681895537,1.14742642582026e-11,172.012058780224,"Apbb1ip",1,"SE",0.109,-0.109,0.00528745328085401
"ENSMUSG00000057897","Camk2b",-0.678211090321417,1.33242080403385e-11,829.735805178596,"Camk2b",1,"SE",0.127,0.127,0.00212635123720064
"ENSMUSG00000032064","Dixdc1",-0.678528956566454,1.8991953233543e-11,2079.04480817661,"Dixdc1",1,"A3SS",0.1,-0.1,0.00239093834974466
"ENSMUSG00000035640","Cbarp",0.396708366948237,2.19432713953789e-11,5020.9738962349,"Cbarp",1,"SE",0.134,-0.134,0.00288614933888376
"ENSMUSG00000027254","Map1a",-0.4853018589697,2.30497500088653e-11,11054.7700205954,"Map1a",1,"SE",0.113,0.113,7.05074672404658e-07
"ENSMUSG00000028312","Smc2",0.616740676334613,2.52496020975807e-11,7114.51461930482,"Smc2",3,"SE,A5SS",0.15,0.15,0.00139162171332243
"ENSMUSG00000021900","Btd",0.621382770436399,2.65529396702361e-11,743.620720176129,"Btd",1,"SE",0.16,-0.16,0.00231619466802663
"ENSMUSG00000054517","Trim65",0.913363740336981,2.69818843031449e-11,400.117336308696,"Trim65",1,"RI",0.15,-0.15,0.00475896853893397
"ENSMUSG00000022422","Dscc1",0.692399852306742,2.98970360054758e-11,830.219702215297,"Dscc1",1,"SE",0.266,-0.266,9.50900325148962e-10
"ENSMUSG00000007030","Vwa7",0.903967459973559,3.03964150618332e-11,531.533128774487,"Vwa7",1,"SE",0.243,-0.243,0.00412857928876318
"ENSMUSG00000037805","Rpl10a",-0.333035778363948,3.73590540893459e-11,55755.0909372914,"Rpl10a",1,"RI",0.205,0.205,0
"ENSMUSG00000087368","BC065397",-0.988683678842797,4.78194115932956e-11,430.299420459855,"BC065397",1,"SE",0.16,-0.16,0.0369270091883456
"ENSMUSG00000026313","Hdac4",-0.636587146545099,5.05274978168564e-11,3820.29830525275,"Hdac4",1,"SE",0.102,-0.102,0.000309516041610852
"ENSMUSG00000027338","Prnd",1.82463705175027,5.51607599743182e-11,76.4571707886039,"Prnd",2,"RI",0.547,-0.547,8.45703940859342e-06
"ENSMUSG00000060288","Ppih",0.708513922151077,6.40733680591094e-11,620.35247883279,"Ppih",1,"MXE",0.128,-0.128,0.0267811266793593
"ENSMUSG00000037211","Spry1",0.413757890021396,7.06575239337343e-11,4532.03731211297,"Spry1",1,"SE",0.182,-0.182,0.000592233491320563
"ENSMUSG00000002908","Kcnn1",-1.03552183291887,7.23369512709741e-11,381.94288933305,"Kcnn1",2,"SE,A5SS",0.667,0.667,9.07466388347557e-05
"ENSMUSG00000040838","Efcab3",2.27399761539533,7.90251103360633e-11,49.3957283644701,"Gm11639",1,"SE",0.103,-0.103,0.0167325797423916
"ENSMUSG00000052337","Immt",0.377561873411277,8.22873703979212e-11,12683.1706115429,"Immt",1,"SE",0.221,-0.221,0.00186275980692296
"ENSMUSG00000028811","Yars1",-0.399213554589371,1.20662778715546e-10,24895.3775866525,"Yars",1,"SE",0.538,0.538,0.00151810395800659
"ENSMUSG00000038879","Nipal2",0.930405024613515,1.34331904313444e-10,302.506674509598,"Nipal2",3,"SE",0.312,-0.312,1.45414710842873e-05
"ENSMUSG00000021709","Erbin",0.55971889267978,1.4141110199519e-10,14547.688968014,"Erbin",2,"SE",0.402,-0.402,3.91719442320656e-06
"ENSMUSG00000017692","Rhbdl3",-0.96649979324314,1.95164025821028e-10,446.331806072778,"Rhbdl3",1,"MXE",0.163,0.163,0.0363857661145422
"ENSMUSG00000021250","Fos",0.682402794530949,2.39143053916641e-10,572.066130618771,"Fos",1,"RI",0.406,-0.406,0.000122496417934955
"ENSMUSG00000047446","Arl4a",0.494861954626243,2.50373791433429e-10,3095.89385214072,"Arl4a",2,"A5SS,RI",0.213,-0.213,0.0243413974816659
"ENSMUSG00000038564","Ift172",-0.506990457522601,2.51234345547993e-10,3940.37585255105,"Ift172",1,"RI",0.105,-0.105,0.0185838466952004
"ENSMUSG00000034616","Ssh3",-0.629339079318703,2.54001840003852e-10,586.965577877927,"Ssh3",2,"SE",0.166,-0.166,0.0116660743116072
"ENSMUSG00000044702","Palb2",0.649460097406874,2.80151415152397e-10,1050.18207471684,"Palb2",2,"SE",0.112,0.112,0.00153360181463063
"ENSMUSG00000029860","Zyx",0.408995956860779,3.0611967740658e-10,6159.23907127337,"Zyx",1,"RI",0.106,0.106,1.99488037517108e-08
"ENSMUSG00000025939","Ube2w",-0.467917484538832,3.49504032933778e-10,5948.61883060488,"Ube2w",1,"MXE",0.245,-0.245,0.00142303006672048
"ENSMUSG00000026456","Cyb5r1",-0.98377945602803,3.99694228586833e-10,19622.8003350529,"Cyb5r1",1,"A3SS",0.241,-0.241,0
"ENSMUSG00000048502","Duxbl1",0.910200818317536,4.47834388339681e-10,326.38262136235,"Duxbl1",2,"SE,A3SS",0.307,-0.307,0.00377447681153857
"ENSMUSG00000023411","Nfatc4",1.34696856256784,4.78649358856833e-10,147.688272243476,"Nfatc4",1,"RI",0.397,-0.397,1.51976968455953e-05
"ENSMUSG00000020184","Mdm2",0.329207821276808,5.20187727518081e-10,9352.87763665958,"Mdm2",1,"SE",0.106,-0.106,0.00767767659558068
"ENSMUSG00000007035","Msh5",-0.719238826284196,5.27468718912466e-10,1085.39565042022,"Msh5",2,"SE",0.283,0.283,0.00344425703798802
"ENSMUSG00000031256","Cstf2",-0.38296658819703,6.60879692632135e-10,11592.0041725618,"Cstf2",6,"SE,A3SS,RI",0.25,-0.25,1.28462035117373e-06
"ENSMUSG00000063558","Aox1",0.590157189713581,6.66033720208225e-10,1289.11464171867,"Aox1",1,"SE",0.105,-0.105,0.00158783326872353
"ENSMUSG00000020812","Snhg16",-0.673952975795169,8.55358287107046e-10,2235.03399628517,"Snhg16",1,"RI",0.11,0.11,9.44836322394789e-06
"ENSMUSG00000029920","Smarcad1",0.490558845944077,8.89115411214212e-10,4928.14357497094,"Smarcad1",1,"SE",0.112,0.112,4.06445627777507e-07
"ENSMUSG00000021707","Dhfr",0.480072582917624,9.14050291725301e-10,3095.04690763247,"Dhfr",1,"SE",0.279,-0.279,0.0102935288768289
"ENSMUSG00000029561","Oasl2",1.23981176939821,9.46887168700835e-10,203.384735984287,"Oasl2",1,"SE",0.125,-0.125,0.000541687923398495
"ENSMUSG00000069631","Strada",-0.392235114743694,9.87100125782957e-10,4932.81565590472,"Strada",1,"MXE",0.117,0.117,0.0329303238180504
"ENSMUSG00000027639","Samhd1",-0.355015996112963,1.01714161566125e-09,4983.01490844051,"Samhd1",1,"SE",0.106,-0.106,7.97997221897473e-07
"ENSMUSG00000059022","Kcp",-0.866873040002842,1.02238627120205e-09,883.819252419454,"Kcp",2,"SE,A5SS",0.188,-0.188,0.00522775807558244
"ENSMUSG00000020527","Myo19",0.454064321245816,1.02399572570055e-09,1988.30939379335,"Myo19",1,"SE",0.142,-0.142,0.000380206308406138
"ENSMUSG00000024969","Mark2",-0.42979355811437,1.12677630069327e-09,7228.81658922349,"Mark2",1,"SE",0.176,0.176,8.02839729144509e-06
"ENSMUSG00000024349","Sting1",0.526328994852101,1.13788633815505e-09,1300.56559833941,"Sting1",1,"SE",0.354,-0.354,9.85710703348617e-06
"ENSMUSG00000035266","Helq",0.389211715999214,1.26294590534994e-09,2587.20864387159,"Helq",1,"A5SS",0.109,-0.109,0.0117715976637011
"ENSMUSG00000027993","Trim2",-0.341556058256583,1.27433458089886e-09,7128.60658874473,"Trim2",1,"A3SS",0.146,0.146,0.0171332792702857
"ENSMUSG00000018217","Pmp22",0.371737204067902,1.31252559221314e-09,28071.0706792157,"Pmp22",1,"SE",0.108,-0.108,0.00176010029871468
"ENSMUSG00000048249","Crebrf",-0.63158169223469,1.38692172304576e-09,2015.00249157426,"Crebrf",1,"SE",0.48,0.48,0.00357686388303309
"ENSMUSG00000022139","Mbnl2",0.405329565593831,1.60195458976329e-09,9325.49809452108,"Mbnl2",1,"SE",0.135,-0.135,1.65890050303379e-07
"ENSMUSG00000025997","Ikzf2",2.10760891027876,1.71491880067454e-09,89.280535456609,"Ikzf2",1,"A5SS",0.308,-0.308,0.00305348341958553
"ENSMUSG00000055692","Tmem191",-0.994107949601338,1.75052431466199e-09,607.114009147219,"Tmem191",3,"RI",0.177,0.177,5.99072547470136e-08
"ENSMUSG00000073702","Rpl31",-0.557718790196479,2.07114806346629e-09,41756.1861449002,"Rpl31",1,"RI",0.104,0.104,2.09033447719626e-05
"ENSMUSG00000027327","Adissp",-0.349705686093526,2.09249001423125e-09,3359.70701060824,"1700037H04Rik",1,"A5SS",0.171,0.171,0.0129518071127049
"ENSMUSG00000052373","Mpp3",-0.329033226820687,2.11286435948839e-09,4747.9229175359,"Mpp3",1,"A3SS",0.297,-0.297,0.00142787314814198
"ENSMUSG00000021223","Papln",-0.642326419322028,2.18253775836325e-09,692.750086969646,"Papln",1,"SE",0.21,0.21,0.0122415103439994
"ENSMUSG00000074643","Cpne1",0.37773285279652,2.36441513736932e-09,5963.04412787592,"Cpne1",1,"SE",0.383,-0.383,0.0432143407576016
"ENSMUSG00000097180","2700038G22Rik",0.741958541077671,2.41261983499067e-09,711.325777402912,"2700038G22Rik",1,"RI",0.252,0.252,0.00314618709577032
"ENSMUSG00000036591","Arhgap21",0.367574937547543,2.88121580063737e-09,8625.78236671659,"Arhgap21",1,"SE",0.109,0.109,0.0259022052114803
"ENSMUSG00000035696","Rnf38",-0.354895075472365,2.95154458134622e-09,4840.47430101424,"Rnf38",1,"SE",0.158,-0.158,0.0326718197853215
"ENSMUSG00000022094","Slc39a14",0.41992327449308,3.15407044493273e-09,2349.37026223975,"Slc39a14",1,"SE",0.116,0.116,0.0468707982666985
"ENSMUSG00000097589","Dleu2",0.917365090720383,3.55914160111087e-09,613.702151028009,"Dleu2",1,"SE",0.525,-0.525,0.00126677701305995
"ENSMUSG00000040250","Ints13",0.373196066321201,3.58227321566074e-09,4391.68245709966,"Ints13",1,"SE",0.143,-0.143,1.87053318855516e-05
"ENSMUSG00000025950","Idh1",-0.490321401100067,3.65326020819522e-09,7084.91701952973,"Idh1",1,"SE",0.159,0.159,0.00104364274433265
"ENSMUSG00000028886","Eya3",-0.364334147484957,4.16064711467857e-09,4317.63537812323,"Eya3",1,"MXE",0.105,-0.105,0.0474960864068993
"ENSMUSG00000025007","Aldh18a1",-0.385993740568175,4.23121142552165e-09,25221.3290568671,"Aldh18a1",1,"SE",0.219,0.219,0.0273272317442196
"ENSMUSG00000051048","P4ha3",0.890922430056326,4.30548419444565e-09,213.195135294328,"P4ha3",2,"SE",0.371,0.371,3.03349514403758e-06
"ENSMUSG00000022637","Cblb",-0.473941643724318,4.61296123621833e-09,2735.0085882447,"Cblb",1,"SE",0.186,-0.186,0.000631318221536495
"ENSMUSG00000052387","Trpm3",-0.874241596932931,5.08809500838842e-09,267.847282028302,"Trpm3",1,"A5SS",0.266,0.266,0.01471904510773
"ENSMUSG00000029267","Mtf2",0.442488603930483,5.77576063943079e-09,5896.18927475291,"Mtf2",9,"SE",0.495,-0.495,0
"ENSMUSG00000033904","Ccp110",0.535762540318982,5.99530266550617e-09,4685.66965685477,"Ccp110",1,"SE",0.166,-0.166,0.00560587062648289
"ENSMUSG00000020198","Ap3d1",0.372712175469952,6.13681927689027e-09,16008.8812568834,"Ap3d1",1,"SE",0.186,-0.186,0
"ENSMUSG00000054648","Zfp869",0.322069442564201,6.26954646078396e-09,3829.7492718944,"Zfp869",2,"SE",0.321,0.321,7.65140027914192e-06
"ENSMUSG00000027378","Nphp1",-0.555881491229533,6.59473588347132e-09,789.36912096619,"Nphp1",1,"SE",0.108,0.108,0.00527614316867198
"ENSMUSG00000032336","Nptn",0.332105842752855,6.67083507773965e-09,9390.54016807307,"Nptn",2,"SE",0.462,0.462,0.00080382721621834
"ENSMUSG00000045983","Eif4g1",0.305264494410767,8.67324731045453e-09,56003.3070199009,"Eif4g1",1,"A3SS",0.509,0.509,0.0060802740767832
"ENSMUSG00000121319","ENSMUSG00000121319",-5.41074125108938,9.5855887956467e-09,41.0537326393636,"ENSMUSG00000121319",1,"SE",0.219,0.219,0.00665736981337668
"ENSMUSG00000053137","Mapk11",-0.291384736794505,9.62710912840757e-09,5262.50952321233,"Mapk11",2,"A3SS,RI",0.181,0.181,7.62114932565698e-12
"ENSMUSG00000024906","Mus81",-0.447562912301639,1.00302414933163e-08,1613.32674585059,"Mus81",1,"SE",0.193,-0.193,0.0366299032879542
"ENSMUSG00000002105","Slc39a13",-0.535918590731964,1.18148643660955e-08,793.384517209778,"Slc39a13",1,"SE",0.136,-0.136,5.735331937258e-10
"ENSMUSG00000032340","Neo1",0.436527737984453,1.21252814229316e-08,28283.4731279428,"Neo1",1,"SE",0.127,-0.127,1.88850727238948e-05
"ENSMUSG00000021819","Zswim8",0.315301606862284,1.30070872901006e-08,7210.66376008063,"Zswim8",1,"RI",0.248,-0.248,0
"ENSMUSG00000040434","Large2",0.99559370512879,1.38222794755496e-08,260.44855349696,"Large2",1,"A5SS",0.2,0.2,0.000322277449374758
"ENSMUSG00000031708","Tecr",-0.254861606653016,1.52860145134733e-08,18931.8692690665,"Tecr",2,"SE,A5SS",0.227,0.227,9.31275381975824e-07
"ENSMUSG00000024926","Kat5",-0.404048508681563,1.54674831179122e-08,1420.80394509869,"Kat5",1,"SE",0.176,-0.176,3.96897900792317e-05
"ENSMUSG00000020792","Exoc7",-0.352323379173439,1.60104792620145e-08,6818.48214428253,"Exoc7",1,"SE",0.114,0.114,1.56422732372529e-06
"ENSMUSG00000032344","Cgas",0.636931674909092,1.76303363273114e-08,805.224262417056,"Cgas",1,"A3SS",0.149,0.149,0.000770620919308438
"ENSMUSG00000041649","Klf8",-0.498536389221559,1.84216605650144e-08,859.133499333153,"Klf8",1,"SE",0.381,0.381,0.00107890738874271
"ENSMUSG00000031483","Erlin2",-0.307994551467265,2.07348477393776e-08,8392.50911623726,"Erlin2",1,"SE",0.303,-0.303,7.99968274861296e-05
"ENSMUSG00000034911","Ushbp1",0.597185741333652,2.0891426810439e-08,445.24629557566,"Ushbp1",1,"A3SS",0.193,-0.193,0.00142787314814198
"ENSMUSG00000021981","Cab39l",0.441672622841148,2.17854097317766e-08,2419.76309667459,"Cab39l",3,"SE,MXE",0.251,-0.251,0.000338584853769933
"ENSMUSG00000033228","Scaf11",0.281156006120308,2.50122009164776e-08,18129.6190849844,"Scaf11",1,"A5SS",0.139,-0.139,1.21258134191209e-05
"ENSMUSG00000020300","Cpeb4",-0.267811623580536,2.85582025164833e-08,17041.2139501049,"Cpeb4",1,"SE",0.122,0.122,0.0124957994528287
"ENSMUSG00000024963","Dnajc4",-0.522779438956954,2.91904042706584e-08,1260.21361641466,"Dnajc4",1,"A3SS",0.1,0.1,0.0289809783558271
"ENSMUSG00000031816","Mthfsd",-0.36787104343534,3.05361473888501e-08,3018.88147174564,"Mthfsd",1,"A3SS",0.196,-0.196,0.016054915571291
"ENSMUSG00000025006","Sorbs1",-0.393680705509701,3.49437411797478e-08,2373.15698430479,"Sorbs1",2,"SE,A3SS",0.162,0.162,0.0017937218515432
"ENSMUSG00000099481","Xndc1",0.380419122038597,3.93687144224588e-08,2767.7305588893,"Xndc1",1,"SE",0.147,-0.147,0.00154289404550561
"ENSMUSG00000042942","Greb1l",0.465760726222512,4.49759648504034e-08,1475.6684630029,"Greb1l",1,"SE",0.287,-0.287,0.00167942077080871
"ENSMUSG00000003341","Atp8b3",-0.525356630432935,5.1387570171207e-08,922.121493297843,"Atp8b3",1,"SE",0.161,-0.161,0.0276815315254037
"ENSMUSG00000021972","Hmbox1",0.290436334849565,5.19403393409736e-08,5964.04189536655,"Hmbox1",1,"SE",0.147,-0.147,0.00138547240036193
"ENSMUSG00000097709","2810429I04Rik",0.44860600389037,5.73353298214876e-08,2081.1608125323,"2810429I04Rik",1,"SE",0.112,0.112,0.0446170961073336
"ENSMUSG00000031629","Cenpu",0.410154749548871,5.81905349291243e-08,1329.66329547029,"Cenpu",2,"SE",0.128,-0.128,0.0117638800060584
"ENSMUSG00000046603","Tcaim",-0.437011975820855,6.00121114507283e-08,1364.76978475662,"Tcaim",1,"A3SS",0.167,0.167,0.0155731818486597
"ENSMUSG00000004980","Hnrnpa2b1",0.421451188172021,6.0515936379915e-08,67964.6703985221,"Hnrnpa2b1",2,"SE",0.11,-0.11,7.537800939933e-06
"ENSMUSG00000085347","Hk1os",-0.853868357558939,6.06289126265528e-08,314.140363197431,"Hk1os",1,"SE",0.109,-0.109,0.0486106445928072
"ENSMUSG00000044709","Gemin7",0.424929277209112,6.22660428816742e-08,1113.546412754,"Gemin7",1,"SE",0.472,-0.472,0.000938806999361975
"ENSMUSG00000024985","Tcf7l2",0.467200896746088,6.89565863445675e-08,1608.2454783633,"Tcf7l2",5,"SE,MXE",0.261,-0.261,8.31582603574912e-05
"ENSMUSG00000086363","A330102I10Rik",1.84795495271138,7.06974661748798e-08,41.3332020860952,"A330102I10Rik",3,"SE,MXE",0.85,0.85,6.57526551838745e-09
"ENSMUSG00000021171","Esyt2",0.340607314282759,7.4217133047137e-08,4134.03346678403,"Esyt2",1,"SE",0.106,-0.106,7.50228481485603e-06
"ENSMUSG00000100510","Hand2os1",-0.462266955849522,7.8245174999047e-08,10044.3218329651,"Hand2os1",3,"SE,MXE",0.154,0.154,6.39943484573697e-05
"ENSMUSG00000063889","Crem",0.575840384880836,8.61243868209275e-08,546.000966707179,"Crem",1,"A3SS",0.205,0.205,0.000367955025821678
"ENSMUSG00000041890","Git2",0.317023562645469,8.73274736246856e-08,3469.27670480839,"Git2",1,"SE",0.121,-0.121,0.00475779607883035
"ENSMUSG00000113585","Gm19605",0.896630404274855,8.73438704959577e-08,250.208963395163,"Gm19605",1,"SE",0.208,0.208,0.0286412416393123
"ENSMUSG00000020747","Tmem94",-0.325413870487274,8.7679557616267e-08,6501.52132175755,"Tmem94",1,"A3SS",0.115,-0.115,0.0116689647537945
"ENSMUSG00000025217","Btrc",-0.334164184422412,9.15019680675996e-08,3711.82153426703,"Btrc",3,"SE,MXE",0.153,0.153,0.00388008188258202
"ENSMUSG00000014355","Anapc1",0.313994036798086,9.53285066484613e-08,6593.73250407042,"Anapc1",1,"SE",0.113,0.113,4.09502330355532e-07
"ENSMUSG00000051586","Mical3",0.281154019645928,9.8672807553618e-08,5353.70300366891,"Mical3",3,"SE",0.265,0.265,2.52956084880149e-06
"ENSMUSG00000097910","Hdnr",-0.405077739346599,1.0622331998107e-07,6776.16059094663,"Hdnr",1,"SE",0.147,0.147,0.000982497215812774
"ENSMUSG00000029712","Actl6b",-0.417620525249758,1.06868195006226e-07,2278.36453947205,"Actl6b",1,"SE",0.127,0.127,0.00820371922425885
"ENSMUSG00000017830","Dhx58",0.97016829058443,1.11536111728918e-07,209.304790717834,"Dhx58",1,"SE",0.119,-0.119,0.0465993647497221
"ENSMUSG00000020716","Nf1",-0.305045933119494,1.11542823067985e-07,5437.35241875772,"Nf1",1,"SE",0.199,-0.199,6.46992872883141e-05
"ENSMUSG00000025702","Marchf8",-0.315522605993497,1.15482577137056e-07,6294.37624658399,"Marchf8",1,"SE",0.117,-0.117,0.00651857161623108
"ENSMUSG00000021895","Arhgef3",0.40329967771075,1.19601402209487e-07,2565.94890243153,"Arhgef3",1,"SE",0.22,-0.22,1.2014211964926e-05
"ENSMUSG00000022575","Gsdmd",0.552023622415214,1.24764258214819e-07,1379.41480361938,"Gsdmd",1,"SE",0.156,0.156,0.00490735363210522
"ENSMUSG00000030583","Sipa1l3",0.327532653657723,1.29203919412356e-07,3664.38128020186,"Sipa1l3",1,"SE",0.351,-0.351,0.000258852110295576
"ENSMUSG00000037032","Apbb1",-0.32857724288935,1.30251359209569e-07,10512.3227695157,"Apbb1",2,"SE",0.214,0.214,0.000526213156799754
"ENSMUSG00000034252","Senp6",0.30984630287917,1.31990412672112e-07,7124.0434812417,"Senp6",2,"SE",0.298,-0.298,2.51251537694518e-05
"ENSMUSG00000090336","Cfap97d2",-0.509586132422146,1.32570940154481e-07,4939.94007761938,"Cfap97d2",1,"SE",0.122,-0.122,0.0490604248341451
"ENSMUSG00000075324","Fign",-0.598360224431497,1.35113080725483e-07,2042.31627690394,"Fign",2,"SE",0.247,0.247,0.00582502288416081
"ENSMUSG00000000568","Hnrnpd",0.288695183000648,1.53419171527214e-07,11711.0312573295,"Hnrnpd",1,"SE",0.163,0.163,1.69108282932661e-12
"ENSMUSG00000041769","Ppp2r2d",0.337068988293769,1.84425887446287e-07,4141.36753300703,"Ppp2r2d",1,"SE",0.231,-0.231,0.00256697226218038
"ENSMUSG00000040455","Usp45",-0.352139443488501,1.85736451468028e-07,4195.99493485078,"Usp45",1,"SE",0.196,-0.196,6.73557828561716e-10
"ENSMUSG00000044348","Slc25a53",-0.498844464563466,2.24078903493314e-07,835.63775387994,"Slc25a53",2,"SE",0.263,-0.263,0.00015271040769695
"ENSMUSG00000022791","Tnk2",-0.302016891856007,2.53004711238724e-07,7117.3281700205,"Tnk2",2,"SE",0.206,-0.206,0
"ENSMUSG00000039199","Zdhhc1",-0.447745500637488,2.53483310225868e-07,2324.20562724593,"Zdhhc1",1,"SE",0.195,-0.195,7.05759048609986e-07
"ENSMUSG00000038569","Rad9b",-1.1257990126078,2.53561433148307e-07,143.214930295007,"Rad9b",1,"A5SS",0.22,0.22,0.00258317161698905
"ENSMUSG00000020696","Rffl",-0.562070805561399,2.59529899940878e-07,641.392074572359,"Rffl",1,"SE",0.316,-0.316,0.00146250777933538
"ENSMUSG00000031748","Gnao1",-0.271343741345124,2.94153681650445e-07,21916.0535625642,"Gnao1",1,"SE",0.129,0.129,5.6704193987833e-07
"ENSMUSG00000021532","Fastkd3",0.45480016250053,3.1289960536166e-07,1711.63718644221,"Fastkd3",1,"A3SS",0.123,-0.123,0.00421420646520348
"ENSMUSG00000020993","Trappc6b",0.286002895046054,3.24826558696134e-07,4105.37258819882,"Trappc6b",1,"SE",0.202,-0.202,0.00143090803846581
"ENSMUSG00000060227","Golm2",-0.295404112663851,3.34018797889279e-07,7941.67066800134,"Golm2",1,"SE",0.181,-0.181,5.51252806844595e-11
"ENSMUSG00000002279","Lmf1",-0.319442687948835,3.52574363202134e-07,6711.59426200704,"Lmf1",1,"SE",0.133,0.133,0.00998198787459167
"ENSMUSG00000030180","Kdm5a",0.277830488339906,4.30914636329295e-07,6733.38000793167,"Kdm5a",1,"SE",0.154,0.154,1.6127938468278e-06
"ENSMUSG00000024833","Pola2",0.41421217299255,4.36712115821664e-07,2412.3977654333,"Pola2",1,"A3SS",0.103,-0.103,0.0004372307272268
"ENSMUSG00000028078","Dclk2",-0.256288650365349,4.64337941468758e-07,9691.43928479551,"Dclk2",1,"SE",0.237,0.237,0.00138547240036193
"ENSMUSG00000075389","Reno1",-0.540081044729087,4.73263795348549e-07,725.884813748174,"Reno1",1,"A3SS",0.342,0.342,0.00270008195500085
"ENSMUSG00000020513","Tubd1",0.448090261417271,5.13102136097801e-07,909.309167542958,"Tubd1",1,"A5SS",0.117,-0.117,0.00364981424763548
"ENSMUSG00000000538","Tom1l2",-0.315670141297762,5.52549868088609e-07,7148.34818239937,"Tom1l2",2,"SE",0.169,-0.169,1.59746546269186e-06
"ENSMUSG00000087177","E130307A14Rik",-0.421834233660079,5.67319066900792e-07,1574.2956452742,"E130307A14Rik",1,"SE",0.307,-0.307,0.00101533784036005
"ENSMUSG00000049676","Catsperg1",-1.20346868871661,5.89081241238803e-07,1332.70638958629,"Catsperg1",6,"SE,RI",0.577,-0.577,7.7425718054192e-06
"ENSMUSG00000031824","6430548M08Rik",-0.370103905924938,6.28702183721714e-07,2869.70676035839,"6430548M08Rik",1,"SE",0.121,-0.121,0.0274146668240237
"ENSMUSG00000034771","Tle2",-0.650263945770459,6.41235968639649e-07,837.644444558345,"Tle2",1,"RI",0.204,-0.204,0.000247150444264732
"ENSMUSG00000019790","Stxbp5",-0.258522411142037,6.46895263405746e-07,5363.09207365848,"Stxbp5",1,"SE",0.119,0.119,0.000374879402957107
"ENSMUSG00000039254","Pomt1",-0.299333428249961,7.35461418522607e-07,2664.57966439047,"Pomt1",1,"MXE",0.106,-0.106,0.0472510446406493
"ENSMUSG00000054640","Slc8a1",-0.318701465879873,8.10629151319144e-07,6362.72991740287,"Slc8a1",1,"MXE",0.104,-0.104,0.0414249388962231
"ENSMUSG00000028797","Tmem234",-0.294301717294427,8.78232131077505e-07,8389.62401093152,"Tmem234",2,"SE,MXE",0.225,0.225,7.87791558483448e-10
"ENSMUSG00000091698","Gm6526",-2.94578040304855,9.15605610380993e-07,31.4386053464665,"Gm6526",1,"SE",0.147,0.147,0.00489050298730575
"ENSMUSG00000040701","Ap1g2",0.371584560472356,9.29269675233353e-07,1707.18823638274,"Ap1g2",1,"A5SS",0.125,-0.125,0.0113183482487826
"ENSMUSG00000001576","Ergic1",0.326487098378959,1.11118398506894e-06,7718.07821306489,"Ergic1",1,"SE",0.101,-0.101,0
"ENSMUSG00000038637","Lrrc56",-0.85193274120433,1.11199937123812e-06,183.108028082403,"Lrrc56",1,"SE",0.13,0.13,0.00698488614156565
"ENSMUSG00000026811","St6galnac6",-0.29258459818034,1.1186747248942e-06,5883.43011730483,"St6galnac6",2,"SE",0.245,-0.245,0.00144991964161685
"ENSMUSG00000030397","Mark4",-0.435683508692001,1.12978884461168e-06,1141.90518763223,"Mark4",1,"SE",0.204,-0.204,0.0183419723836915
"ENSMUSG00000029348","Asphd2",-0.346883316215816,1.38745644008926e-06,2552.04803312288,"Asphd2",1,"SE",0.133,-0.133,0.00275115605695023
